sample_id,filepath,original_filepath,true_label,predicted_prob,error_type,source_split
pa_175324,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175324.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175324.wav,PHYSICAL_REPLAY,0.27509212493896484,false_negative,replay
pa_175330,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175330.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175330.wav,GENUINE_MIC,0.6918383240699768,false_positive,replay
pa_175332,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175332.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175332.wav,GENUINE_MIC,0.70236736536026,false_positive,replay
pa_175346,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175346.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175346.wav,GENUINE_MIC,0.7590683698654175,false_positive,replay
pa_175348,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175348.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175348.wav,GENUINE_MIC,0.6267854571342468,false_positive,replay
pa_175356,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175356.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175356.wav,PHYSICAL_REPLAY,0.4301123321056366,false_negative,replay
pa_175368,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175368.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175368.wav,PHYSICAL_REPLAY,0.6114821434020996,false_negative,replay
pa_175377,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175377.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175377.wav,PHYSICAL_REPLAY,0.4316983222961426,false_negative,replay
pa_175378,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175378.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175378.wav,GENUINE_MIC,0.7885322570800781,false_positive,replay
pa_175396,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175396.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175396.wav,PHYSICAL_REPLAY,0.6218612194061279,false_negative,replay
pa_175404,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175404.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175404.wav,PHYSICAL_REPLAY,0.5233479738235474,false_negative,replay
pa_175408,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175408.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175408.wav,PHYSICAL_REPLAY,0.3764054477214813,false_negative,replay
pa_175415,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175415.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175415.wav,GENUINE_MIC,0.6306467652320862,false_positive,replay
pa_175422,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175422.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175422.wav,GENUINE_MIC,0.6512256264686584,false_positive,replay
pa_175425,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175425.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175425.wav,PHYSICAL_REPLAY,0.1215638518333435,false_negative,replay
pa_175430,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175430.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175430.wav,PHYSICAL_REPLAY,0.5019494891166687,false_negative,replay
pa_175437,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175437.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175437.wav,PHYSICAL_REPLAY,0.4420963227748871,false_negative,replay
pa_175440,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175440.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175440.wav,PHYSICAL_REPLAY,0.2338590919971466,false_negative,replay
pa_175449,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175449.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175449.wav,GENUINE_MIC,0.7629963159561157,false_positive,replay
pa_175459,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175459.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175459.wav,GENUINE_MIC,0.9483223557472229,false_positive,replay
pa_175460,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175460.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175460.wav,GENUINE_MIC,0.7949883341789246,false_positive,replay
pa_175461,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175461.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175461.wav,PHYSICAL_REPLAY,0.5764183402061462,false_negative,replay
pa_175473,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175473.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175473.wav,PHYSICAL_REPLAY,0.5528088808059692,false_negative,replay
pa_175477,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175477.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175477.wav,PHYSICAL_REPLAY,0.43455490469932556,false_negative,replay
pa_175491,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175491.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175491.wav,PHYSICAL_REPLAY,0.5006716251373291,false_negative,replay
pa_175504,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175504.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175504.wav,PHYSICAL_REPLAY,0.2479396015405655,false_negative,replay
pa_175511,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175511.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175511.wav,PHYSICAL_REPLAY,0.3979566991329193,false_negative,replay
pa_175512,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175512.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175512.wav,GENUINE_MIC,0.710326075553894,false_positive,replay
pa_175520,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175520.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175520.wav,PHYSICAL_REPLAY,0.4198043644428253,false_negative,replay
pa_175524,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175524.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175524.wav,GENUINE_MIC,0.634870171546936,false_positive,replay
pa_175536,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175536.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175536.wav,PHYSICAL_REPLAY,0.32642844319343567,false_negative,replay
pa_175538,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175538.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175538.wav,GENUINE_MIC,0.8742332458496094,false_positive,replay
pa_175577,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175577.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175577.wav,GENUINE_MIC,0.8492741584777832,false_positive,replay
pa_175580,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175580.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175580.wav,GENUINE_MIC,0.7474762201309204,false_positive,replay
pa_175599,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175599.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175599.wav,GENUINE_MIC,0.7954851388931274,false_positive,replay
pa_175611,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175611.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175611.wav,PHYSICAL_REPLAY,0.5980224609375,false_negative,replay
pa_175618,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175618.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175618.wav,GENUINE_MIC,0.9431859254837036,false_positive,replay
pa_175645,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175645.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175645.wav,PHYSICAL_REPLAY,0.4105667471885681,false_negative,replay
pa_175654,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175654.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175654.wav,PHYSICAL_REPLAY,0.5775526762008667,false_negative,replay
pa_175659,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175659.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175659.wav,PHYSICAL_REPLAY,0.4698885381221771,false_negative,replay
pa_175664,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175664.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175664.wav,GENUINE_MIC,0.7659935355186462,false_positive,replay
pa_175672,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175672.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175672.wav,GENUINE_MIC,0.9341159462928772,false_positive,replay
pa_175678,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175678.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175678.wav,PHYSICAL_REPLAY,0.48167118430137634,false_negative,replay
pa_175699,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175699.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175699.wav,GENUINE_MIC,0.6549331545829773,false_positive,replay
pa_175733,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175733.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175733.wav,GENUINE_MIC,0.8465501070022583,false_positive,replay
pa_175745,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175745.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175745.wav,GENUINE_MIC,0.9008788466453552,false_positive,replay
pa_175747,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175747.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175747.wav,PHYSICAL_REPLAY,0.3378748297691345,false_negative,replay
pa_175755,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175755.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175755.wav,PHYSICAL_REPLAY,0.5261542201042175,false_negative,replay
pa_175760,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175760.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175760.wav,GENUINE_MIC,0.6331548690795898,false_positive,replay
pa_175769,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175769.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175769.wav,PHYSICAL_REPLAY,0.5234212875366211,false_negative,replay
pa_175771,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175771.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175771.wav,PHYSICAL_REPLAY,0.5009193420410156,false_negative,replay
pa_175772,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175772.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175772.wav,GENUINE_MIC,0.9431285858154297,false_positive,replay
pa_175780,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175780.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175780.wav,GENUINE_MIC,0.6476625800132751,false_positive,replay
pa_175819,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175819.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175819.wav,GENUINE_MIC,0.968138575553894,false_positive,replay
pa_175821,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175821.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175821.wav,GENUINE_MIC,0.6326919198036194,false_positive,replay
pa_175822,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175822.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175822.wav,GENUINE_MIC,0.9119497537612915,false_positive,replay
pa_175824,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175824.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175824.wav,PHYSICAL_REPLAY,0.593063235282898,false_negative,replay
pa_175826,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175826.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175826.wav,GENUINE_MIC,0.8307654857635498,false_positive,replay
pa_175828,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175828.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175828.wav,GENUINE_MIC,0.6357945203781128,false_positive,replay
pa_175829,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175829.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175829.wav,PHYSICAL_REPLAY,0.38169148564338684,false_negative,replay
pa_175830,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175830.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175830.wav,GENUINE_MIC,0.7854388356208801,false_positive,replay
pa_175833,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175833.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175833.wav,PHYSICAL_REPLAY,0.5543232560157776,false_negative,replay
pa_175842,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175842.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175842.wav,GENUINE_MIC,0.8211691379547119,false_positive,replay
pa_175845,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175845.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175845.wav,PHYSICAL_REPLAY,0.2267727553844452,false_negative,replay
pa_175847,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175847.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175847.wav,GENUINE_MIC,0.7594612240791321,false_positive,replay
pa_175850,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175850.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175850.wav,PHYSICAL_REPLAY,0.476264625787735,false_negative,replay
pa_175856,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175856.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175856.wav,GENUINE_MIC,0.8288625478744507,false_positive,replay
pa_175863,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175863.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175863.wav,GENUINE_MIC,0.8926606774330139,false_positive,replay
pa_175866,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175866.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175866.wav,GENUINE_MIC,0.6695694327354431,false_positive,replay
pa_175873,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175873.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175873.wav,GENUINE_MIC,0.9412041306495667,false_positive,replay
pa_175874,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175874.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175874.wav,GENUINE_MIC,0.6363955140113831,false_positive,replay
pa_175877,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175877.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175877.wav,GENUINE_MIC,0.7808713912963867,false_positive,replay
pa_175890,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175890.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175890.wav,PHYSICAL_REPLAY,0.5859624743461609,false_negative,replay
pa_175892,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175892.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175892.wav,PHYSICAL_REPLAY,0.0834687128663063,false_negative,replay
pa_175904,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175904.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175904.wav,PHYSICAL_REPLAY,0.5117430686950684,false_negative,replay
pa_175931,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175931.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175931.wav,GENUINE_MIC,0.6422466039657593,false_positive,replay
pa_175937,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175937.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175937.wav,PHYSICAL_REPLAY,0.583951473236084,false_negative,replay
pa_175956,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175956.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175956.wav,PHYSICAL_REPLAY,0.24659016728401184,false_negative,replay
pa_175960,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175960.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175960.wav,PHYSICAL_REPLAY,0.6099081039428711,false_negative,replay
pa_175961,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175961.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175961.wav,PHYSICAL_REPLAY,0.5098730325698853,false_negative,replay
pa_175964,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175964.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175964.wav,PHYSICAL_REPLAY,0.5796013474464417,false_negative,replay
pa_175969,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175969.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175969.wav,GENUINE_MIC,0.824876606464386,false_positive,replay
pa_175973,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175973.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175973.wav,GENUINE_MIC,0.7109429836273193,false_positive,replay
pa_175979,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175979.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175979.wav,PHYSICAL_REPLAY,0.38404354453086853,false_negative,replay
pa_175982,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175982.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_175982.wav,GENUINE_MIC,0.8367263078689575,false_positive,replay
pa_175989,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_175989.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_175989.wav,PHYSICAL_REPLAY,0.6220943927764893,false_negative,replay
pa_176004,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176004.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_176004.wav,PHYSICAL_REPLAY,0.5917921662330627,false_negative,replay
pa_176005,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176005.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176005.wav,GENUINE_MIC,0.6248531937599182,false_positive,replay
pa_176010,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176010.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_176010.wav,PHYSICAL_REPLAY,0.16884446144104004,false_negative,replay
pa_176013,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176013.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176013.wav,GENUINE_MIC,0.9919163584709167,false_positive,replay
pa_176018,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176018.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_176018.wav,PHYSICAL_REPLAY,0.3033536970615387,false_negative,replay
pa_176021,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176021.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176021.wav,GENUINE_MIC,0.7528714537620544,false_positive,replay
pa_176027,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176027.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_176027.wav,PHYSICAL_REPLAY,0.30443111062049866,false_negative,replay
pa_176060,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176060.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_176060.wav,PHYSICAL_REPLAY,0.5032957196235657,false_negative,replay
pa_176074,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176074.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_176074.wav,PHYSICAL_REPLAY,0.5191508531570435,false_negative,replay
pa_176077,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176077.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176077.wav,GENUINE_MIC,0.640465259552002,false_positive,replay
pa_176078,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176078.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176078.wav,GENUINE_MIC,0.6830689311027527,false_positive,replay
pa_176082,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176082.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176082.wav,GENUINE_MIC,0.8717688322067261,false_positive,replay
pa_176087,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176087.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176087.wav,GENUINE_MIC,0.7746928334236145,false_positive,replay
pa_176089,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_176089.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_176089.wav,GENUINE_MIC,0.75942063331604,false_positive,replay
